comune,pro_com_t,lat,long,den_prov,sigla,den_reg,cod_reg,cap,cf,pec,mail,sito_web,wikipedia,stemma
Palazzolo sull'Oglio,017133,45.599069,9.884966,Brescia,BS,Lombardia,3,25036,400530176,protocollo@palazzolo.viapec.it,,http://comune.palazzolosulloglio.bs.it,https://it.wikipedia.org/wiki/Palazzolo_sull'Oglio,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/017133.gif
Paratico,017134,45.659876,9.95507,Brescia,BS,Lombardia,3,25030,80016190177,segreteria@pec.comune.paratico.bs.it,ragioneria@comune.paratico.bs.it,http://comune.paratico.bs.it,https://it.wikipedia.org/wiki/Paratico,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/017134.jpg
Paspardo,017135,46.030996,10.370963,Brescia,BS,Lombardia,3,25050,81002610178,info@pec.comunepaspardo.eu,info@comune.paspardo.bs.it,http://comune.paspardo.bs.it,https://it.wikipedia.org/wiki/Paspardo,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/017135.png
Passirano,017136,45.599487,10.064918,Brescia,BS,Lombardia,3,25050,455600171,protocollo@pec.comune.passirano.bs.it,protocollo@comune.passirano.bs.it,http://comune.passirano.bs.it,https://it.wikipedia.org/wiki/Passirano,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/017136.jpg
Pavone del Mella,017137,45.301256,10.208401,Brescia,BS,Lombardia,3,25020,759970171,protocollo@pec.comune.pavone-del-mella.bs.it,protocollo@pavonemella.it,http://comune.pavone-del-mella.bs.it,https://it.wikipedia.org/wiki/Pavone_del_Mella,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/017137.png
San Paolo,017138,45.370576,10.026767,Brescia,BS,Lombardia,3,25020,1456960176,comune.sanpaolo@pec.regione.lombardia.it,ragioneria@comune.sanpaolo.bs.it,http://comune.sanpaolo.bs.it,https://it.wikipedia.org/wiki/San_Paolo,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/017138.png
Pertica Alta,017139,45.744402,10.343936,Brescia,BS,Lombardia,3,25070,87000290178,protocollo@pec.comune.perticaalta.bs.it,info@comune.perticaalta.bs.it,http://comune.perticaalta.bs.it,https://it.wikipedia.org/wiki/Pertica_Alta,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/017139.png
Pertica Bassa,017140,45.754489,10.37467,Brescia,BS,Lombardia,3,25078,780280178,protocollo@pec.comune.perticabassa.bs.it,info@comune.perticabassa.bs.it,http://comune.perticabassa.bs.it,https://it.wikipedia.org/wiki/Pertica_Bassa,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/017140.png
Pezzaze,017141,45.774127,10.237377,Brescia,BS,Lombardia,3,25060,840000178,protocollo@pec.comune.pezzaze.bs.it,info@comune.pezzaze.bs.it,http://comune.pezzaze.bs.it,https://it.wikipedia.org/wiki/Pezzaze,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/017141.jpg
Pian Camuno,017142,45.843752,10.157887,Brescia,BS,Lombardia,3,25050,641410170,protocollo@pec.comune.piancamuno.bs.it,info@comune.piancamuno.bs.it,http://comune.piancamuno.bs.it,https://it.wikipedia.org/wiki/Pian_Camuno,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/017142.png
Pisogne,017143,45.805731,10.10819,Brescia,BS,Lombardia,3,25055,377510177,protocollo@pec.comune.pisogne.bs.it,info@comune.pisogne.bs.it,http://comune.pisogne.bs.it,https://it.wikipedia.org/wiki/Pisogne,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/017143.jpg
Polaveno,017144,45.661484,10.123964,Brescia,BS,Lombardia,3,25060,827470170,protocollo.polaveno@legal.intred.it,,http://comune.polaveno.bs.it,https://it.wikipedia.org/wiki/Polaveno,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/017144.jpg
Polpenazze del Garda,017145,45.551185,10.504875,Brescia,BS,Lombardia,3,25080,839700176,protocollo@pec.comune.polpenazzedelgarda.bs.it,info@comune.polpenazzedelgarda.bs.it,http://comune.polpenazzedelgarda.bs.it,https://it.wikipedia.org/wiki/Polpenazze_del_Garda,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/017145.png
Pompiano,017146,45.431977,9.989265,Brescia,BS,Lombardia,3,25030,1230950170,protocollo@pec.comune.pompiano.brescia.it,affari.generali@comune.pompiano.brescia.it,http://comune.pompiano.brescia.it,https://it.wikipedia.org/wiki/Pompiano,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/017146.png
Poncarale,017147,45.460663,10.173909,Brescia,BS,Lombardia,3,25020,80018630170,protocollo@pec.comune.poncarale.brescia.it,,http://comune.poncarale.brescia.it,https://it.wikipedia.org/wiki/Poncarale,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/017147.png
Ponte di Legno,017148,46.258603,10.508662,Brescia,BS,Lombardia,3,25056,649470176,protocollo@pec.comune.ponte-di-legno.bs.it,comune.ponte.rag@tiscali.it,http://comune.ponte-di-legno.bs.it,https://it.wikipedia.org/wiki/Ponte_di_Legno,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/017148.png
Pontevico,017149,45.274374,10.092471,Brescia,BS,Lombardia,3,25026,453890170,amministrazione@pec.comune.pontevico.bs.it,comune@comune.pontevico.bs.it,http://comune.pontevico.bs.it,https://it.wikipedia.org/wiki/Pontevico,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/017149.png
Pontoglio,017150,45.56938,9.85346,Brescia,BS,Lombardia,3,25037,692230170,comune.pontoglio@pec.regione.lombardia.it,,http://comune.pontoglio.bs.it,https://it.wikipedia.org/wiki/Pontoglio,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/017150.png
Pozzolengo,017151,45.40597,10.631373,Brescia,BS,Lombardia,3,25010,842970170,protocollo@pec.comune.pozzolengo.bs.it,,http://comune.pozzolengo.bs.it,https://it.wikipedia.org/wiki/Pozzolengo,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/017151.png
Pralboino,017152,45.267999,10.217413,Brescia,BS,Lombardia,3,25020,88002390172,protocollo@pec.comune.pralboino.bs.it,municipio@comune.pralboino.bs.it,http://comune.pralboino.bs.it,https://it.wikipedia.org/wiki/Pralboino,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/017152.png
Preseglie,017153,45.668287,10.39677,Brescia,BS,Lombardia,3,25070,736840174,protocollo@pec.comune.preseglie.bs.it,,http://comune.preseglie.bs.it,https://it.wikipedia.org/wiki/Preseglie,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/017153.png
Prevalle,017155,45.551482,10.421857,Brescia,BS,Lombardia,3,25080,846620177,protocollo_prevalle@pec.it,protocollo@comune.prevalle.bs.it,http://comune.prevalle.bs.it,https://it.wikipedia.org/wiki/Prevalle,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/017155.jpg
Provaglio d'Iseo,017156,45.635971,10.044167,Brescia,BS,Lombardia,3,25050,813320173,protocollo@pec.comune.provagliodiseo.bs.it,p.corridori@comune.provagliodiseo.bs.it,http://comune.provagliodiseo.bs.it,https://it.wikipedia.org/wiki/Provaglio_d'Iseo,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/017156.png
Provaglio Val Sabbia,017157,45.684864,10.436601,Brescia,BS,Lombardia,3,25070,867640179,PROTOCOLLO@PEC.COMUNE.PROVAGLIOVALSABBIA.BS.IT,segreteria@comune.provagliovalsabbia.bs.it,http://comune.provagliovalsabbia.bs.it,https://it.wikipedia.org/wiki/Provaglio_Val_Sabbia,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/017157.png
Puegnago del Garda,017158,45.565692,10.51147,Brescia,BS,Lombardia,3,25080,842980179,protocollo@pec.comune.puegnagodelgarda.bs.it,segreteria@comune.puegnagodelgarda.bs.it,http://comune.puegnagodelgarda.bs.it,https://it.wikipedia.org/wiki/Puegnago_del_Garda,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/017158.png
Quinzano d'Oglio,017159,45.310875,10.008568,Brescia,BS,Lombardia,3,25027,854910171,protocollo@pec.comune.quinzanodoglio.bs.it,segreteria@quinzano.it,http://quinzano.it,https://it.wikipedia.org/wiki/Quinzano_d'Oglio,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/017159.png
Remedello,017160,45.279498,10.371743,Brescia,BS,Lombardia,3,25010,85000190174,protocollo@pec.comune.remedello.bs.it,info@comune.remedello.bs.it,http://comune.remedello.bs.it,https://it.wikipedia.org/wiki/Remedello,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/017160.png
Rezzato,017161,45.514182,10.316671,Brescia,BS,Lombardia,3,25086,634160170,protocollo@pec.comune.rezzato.bs.it,,http://comune.rezzato.bs.it,https://it.wikipedia.org/wiki/Rezzato,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/017161.png
Roccafranca,017162,45.4643,9.914056,Brescia,BS,Lombardia,3,25030,729210179,protocollo@pec.comune.roccafranca.bs.it,segreteria@comune.roccafranca.bs.it,http://comune.roccafranca.bs.it,https://it.wikipedia.org/wiki/Roccafranca,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/017162.jpg
Rodengo Saiano,017163,45.597646,10.109468,Brescia,BS,Lombardia,3,25050,632150173,protocollo@pec.comune.rodengo-saiano.bs.it,,http://comune.rodengo-saiano.bs.it,https://it.wikipedia.org/wiki/Rodengo_Saiano,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/017163.png
Roè Volciano,017164,45.616764,10.49587,Brescia,BS,Lombardia,3,25077,87001610176,protocollo@pec.comune.roevolciano.bs.it,,http://comune.roevolciano.bs.it,https://it.wikipedia.org/wiki/Roè_Volciano,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/017164.png
Roncadelle,017165,45.527608,10.149701,Brescia,BS,Lombardia,3,25030,80018470171,protocollo@pec.comune.roncadelle.bs.it,,http://comune.roncadelle.bs.it,https://it.wikipedia.org/wiki/Roncadelle,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/017165.png
Rovato,017166,45.567038,9.998601,Brescia,BS,Lombardia,3,25038,450610175,protocollo@pec.comune.rovato.bs.it,protocollo@comune.rovato.bs.it,http://comune.rovato.bs.it,https://it.wikipedia.org/wiki/Rovato,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/017166.png
Rudiano,017167,45.488578,9.887062,Brescia,BS,Lombardia,3,25030,832180178,protocollo@pec.comune.rudiano.bs.it,,http://comune.rudiano.bs.it,https://it.wikipedia.org/wiki/Rudiano,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/017167.jpg
Sabbio Chiese,017168,45.658587,10.420571,Brescia,BS,Lombardia,3,25070,735630170,protocollo@pec.comune.sabbio.bs.it,anagrafe@comune.sabbio.bs.it,http://comune.sabbio.bs.it,https://it.wikipedia.org/wiki/Sabbio_Chiese,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/017168.png
Sale Marasino,017169,45.715453,10.111139,Brescia,BS,Lombardia,3,25057,80015470174,protocollo@pec.comune.sale-marasino.bs.it,info@comune.sale-marasino.bs.it,http://comune.sale-marasino.bs.it,https://it.wikipedia.org/wiki/Sale_Marasino,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/017169.jpg
Salò,017170,45.605678,10.520069,Brescia,BS,Lombardia,3,25087,399840172,protocollo@pec.comune.salo.bs.it,,http://comune.salo.bs.it,https://it.wikipedia.org/wiki/Salò,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/017170.jpg
San Felice del Benaco,017171,45.589546,10.551733,Brescia,BS,Lombardia,3,25010,843000175,PROTOCOLLO@PEC.COMUNE.SANFELICEDELBENACO.BS.IT,,http://comune.sanfelicedelbenaco.bs.it,https://it.wikipedia.org/wiki/San_Felice_del_Benaco,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/017171.png
San Gervasio Bresciano,017172,45.307376,10.148671,Brescia,BS,Lombardia,3,25020,854930179,protocollo@pec.comune.sangervasiobresciano.bs.it,ragioneria@comunesangervasio.it,http://comune.sangervasiobresciano.bs.it,https://it.wikipedia.org/wiki/San_Gervasio_Bresciano,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/017172.png
San Zeno Naviglio,017173,45.491572,10.217058,Brescia,BS,Lombardia,3,25010,376030177,protocollo@pec.comune.sanzenonaviglio.bs.it,anagrafe_commercio@comune.sanzenonaviglio.bs.it,http://comune.sanzenonaviglio.bs.it,https://it.wikipedia.org/wiki/San_Zeno_Naviglio,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/017173.png
Sarezzo,017174,45.66187,10.195876,Brescia,BS,Lombardia,3,25068,852210178,protocollosarezzo@cert.legalmail.it,,http://comune.sarezzo.bs.it,https://it.wikipedia.org/wiki/Sarezzo,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/017174.png
Saviore dell'Adamello,017175,46.080497,10.399663,Brescia,BS,Lombardia,3,25040,951760172,protocollo@pec.comune.saviore-delladamello.bs.it,,http://comune.saviore-delladamello.bs.it,https://it.wikipedia.org/wiki/Saviore_dell'Adamello,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/017175.png
Sellero,017176,46.055989,10.34399,Brescia,BS,Lombardia,3,25050,734610173,protocollo@pec.comune.sellero.bs.it,info@comune.sellero.bs.it,http://comune.sellero.bs.it,https://it.wikipedia.org/wiki/Sellero,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/017176.png
Seniga,017177,45.242674,10.177973,Brescia,BS,Lombardia,3,25020,88004490178,protocollo@cert.comune.seniga.bs.it,info@comune.seniga.bs.it,http://comune.seniga.bs.it,https://it.wikipedia.org/wiki/Seniga,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/017177.png
Serle,017178,45.570284,10.366071,Brescia,BS,Lombardia,3,25080,80012350171,protocollo@pec.comune.serle.bs.it,,http://comune.serle.bs.it/,https://it.wikipedia.org/wiki/Serle,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/017178.jpg
Sirmione,017179,45.468849,10.607824,Brescia,BS,Lombardia,3,25019,568450175,comune.sirmione.pec@legalmail.it,g.montorio@sirmionebs.it,http://comune.sirmione.bs.it,https://it.wikipedia.org/wiki/Sirmione,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/017179.png
Soiano del Lago,017180,45.527784,10.512675,Brescia,BS,Lombardia,3,25080,868440173,protocollo@pec.comune.soianodellago.bs.it,protocollo@comune.soiano-del-lago.bs.it,http://comune.soiano-del-lago.bs.it,https://it.wikipedia.org/wiki/Soiano_del_Lago,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/017180.png
Sonico,017181,46.165499,10.35286,Brescia,BS,Lombardia,3,25048,882630171,protocollo@pec.comune.sonico.bs.it,info@comune.sonico.bs.it,http://comune.sonico.bs.it,https://it.wikipedia.org/wiki/Sonico,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/017181.jpg
Sulzano,017182,45.690385,10.100963,Brescia,BS,Lombardia,3,25058,80015530175,protocollo@pec.comune.sulzano.bs.it,info@comune.sulzano.bs.it,http://comune.sulzano.bs.it,https://it.wikipedia.org/wiki/Sulzano,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/017182.png
Tavernole sul Mella,017183,45.746987,10.240565,Brescia,BS,Lombardia,3,25060,83001210174,protocollo@pec.comune.tavernolesulmella.bs.it,protocollo@comune.tavernolesulmella.bs.it,http://comune.tavernolesulmella.bs.it,https://it.wikipedia.org/wiki/Tavernole_sul_Mella,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/017183.png
Temù,017184,46.249214,10.46805,Brescia,BS,Lombardia,3,25050,827800178,protocollo@pec.comune.temu.bs.it,info@comune.temu.bs.it,http://comune.temu.bs.it,https://it.wikipedia.org/wiki/Temù,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/017184.png
Tignale,017185,45.739781,10.721765,Brescia,BS,Lombardia,3,25080,855040176,protocollo@pec.comune.tignale.bs.it,segreteria@comune.tignale.bs.it,http://comune.tignale.bs.it,https://it.wikipedia.org/wiki/Tignale,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/017185.png
Torbole Casaglia,017186,45.50531,10.102464,Brescia,BS,Lombardia,3,25030,855080172,info@cert.comune.torbole-casaglia.bs.it,,http://comune.torbole-casaglia.bs.it,https://it.wikipedia.org/wiki/Torbole_Casaglia,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/017186.png
Toscolano-Maderno,017187,45.63453,10.609521,Brescia,BS,Lombardia,3,25088,839830171,protocollo@pec.comune.toscolanomaderno.bs.it,protocollo@comune.toscolanomaderno.bs.it,http://comune.toscolanomaderno.bs.it,https://it.wikipedia.org/wiki/Toscolano-Maderno,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/017187.png
Travagliato,017188,45.523906,10.079783,Brescia,BS,Lombardia,3,25039,293540175,protocollo@pec.comune.travagliato.bs.it,,http://comune.travagliato.bs.it,https://it.wikipedia.org/wiki/Travagliato,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/017188.jpg
Tremosine sul Garda,017189,45.771079,10.760773,Brescia,BS,Lombardia,3,25010,860940170,protocollo@pec.comune.tremosine.bs.it,,http://www.comunetremosine.it/hh/index.php,https://it.wikipedia.org/wiki/Tremosine_sul_Garda,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/017189.png
Trenzano,017190,45.477279,10.010665,Brescia,BS,Lombardia,3,25030,949980171,protocollo@pec.comune.trenzano.bs.it,info@comune.trenzano.bs.it,http://comune.trenzano.bs.it,https://it.wikipedia.org/wiki/Trenzano,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/017190.jpg
Treviso Bresciano,017191,45.713126,10.463664,Brescia,BS,Lombardia,3,25070,87000310174,protocollo@pec.comune.trevisobresciano.bs.it,info@comune.trevisobresciano.bs.it,http://comune.trevisobresciano.bs.it,https://it.wikipedia.org/wiki/Treviso_Bresciano,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/017191.png
Urago d'Oglio,017192,45.515978,9.869661,Brescia,BS,Lombardia,3,25030,958050171,protocollo@pec.comune.uragodoglio.bs.it,,http://comune.uragodoglio.bs.it,https://it.wikipedia.org/wiki/Urago_d'Oglio,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/017192.png
Vallio Terme,017193,45.610193,10.390175,Brescia,BS,Lombardia,3,25080,843830175,protocollo@pec.comune.vallioterme.bs.it,ragioneria@comune.vallioterme.bs.it,http://comune.vallioterme.bs.it,https://it.wikipedia.org/wiki/Vallio_Terme,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/017193.jpg
Valvestino,017194,45.762092,10.594646,Brescia,BS,Lombardia,3,25080,571590173,protocollo@pec.comune.valvestino.bs.it,info@comune.valvestino.bs.it,http://comune.valvestino.bs.it,https://it.wikipedia.org/wiki/Valvestino,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/017194.png
